Cooperate Rate,Average Reward
0.475,1.9
0.455,1.9
0.5,1.82
0.53,2.0
0.505,2.12
0.495,2.02
0.52,1.98
0.525,2.08
0.46,2.1
0.52,1.84
0.51,2.08
0.485,2.04
0.535,1.94
0.525,2.14
0.615,2.1
0.505,2.46
0.53,2.02
0.54,2.12
0.475,2.16
0.48,1.9
0.515,1.92
0.46,2.06
0.54,1.84
0.52,2.16
0.48,2.08
0.52,1.92
0.47,2.08
0.54,1.88
0.52,2.16
0.49,2.08
0.505,1.96
0.465,2.02
0.47,1.86
0.47,1.88
0.515,1.88
0.495,2.06
0.42,1.98
0.445,1.68
0.54,1.78
0.485,2.16
0.48,1.94
0.48,1.92
0.485,1.92
0.465,1.94
0.455,1.86
0.46,1.82
0.57,1.84
0.46,2.28
0.465,1.84
0.445,1.86
0.505,1.78
0.49,2.02
0.575,1.96
0.55,2.3
0.415,2.2
0.535,1.66
0.515,2.14
0.47,2.06
0.495,1.88
0.47,1.98
0.49,1.88
0.48,1.96
0.485,1.92
0.52,1.94
0.49,2.08
0.515,1.96
0.5,2.06
0.51,2.0
0.55,2.04
0.525,2.2
0.47,2.1
0.46,1.88
0.545,1.84
0.515,2.18
0.495,2.06
0.5,1.98
0.45,2.0
0.46,1.8
0.415,1.84
0.5,1.66
0.525,2.0
0.47,2.1
0.425,1.88
0.52,1.7
0.475,2.08
0.51,1.9
0.44,2.04
0.575,1.76
0.53,2.3
0.48,2.12
0.575,1.92
0.46,2.3
0.53,1.84
0.5,2.12
0.47,2.0
0.495,1.88
0.465,1.98
0.435,1.86
0.505,1.74
0.515,2.02
0.465,2.06
0.48,1.86
0.46,1.92
0.54,1.84
0.53,2.16
0.52,2.12
0.495,2.08
0.51,1.98
0.49,2.04
0.51,1.96
0.475,2.04
0.525,1.9
0.53,2.1
0.49,2.12
0.54,1.96
0.52,2.16
0.51,2.08
0.505,2.04
0.49,2.02
0.52,1.96
0.52,2.08
0.445,2.08
0.5,1.78
0.52,2.0
0.455,2.08
0.455,1.82
0.49,1.82
0.54,1.96
0.505,2.16
0.525,2.02
0.48,2.1
0.51,1.92
0.45,2.04
0.515,1.8
0.485,2.06
0.505,1.94
0.49,2.02
0.505,1.96
0.48,2.02
0.51,1.92
0.485,2.04
0.52,1.94
0.485,2.08
0.47,1.94
0.515,1.88
0.47,2.06
0.48,1.88
0.45,1.92
0.48,1.8
0.54,1.92
0.485,2.16
0.51,1.94
0.525,2.04
0.54,2.1
0.505,2.16
0.555,2.02
0.485,2.22
0.45,1.94
0.485,1.8
0.43,1.94
0.49,1.72
0.545,1.96
0.51,2.18
0.51,2.04
0.47,2.04
0.46,1.88
0.515,1.84
0.5,2.06
0.52,2.0
0.56,2.08
0.445,2.24
0.55,1.78
0.535,2.2
0.475,2.14
0.555,1.9
0.485,2.22
0.465,1.94
0.48,1.86
0.51,1.92
0.495,2.04
0.445,1.98
0.49,1.78
0.505,1.96
0.52,2.02
0.56,2.08
0.52,2.24
0.485,2.08
0.51,1.94
0.5,2.04
0.465,2.0
0.535,1.86
0.52,2.14
0.535,2.08
0.535,2.14
0.49,2.14
0.495,1.96
0.525,1.98
0.535,2.1
0.515,2.14
0.52,2.06
0.5,2.08
0.495,2.0
0.51,1.98
0.505,2.04
0.47,2.02
0.54,1.88
0.54,2.16
0.465,2.16
0.455,1.86
0.515,1.82
0.465,2.06
0.47,1.86
0.545,1.88
0.55,2.18
0.53,2.2
0.465,2.12
0.535,1.86
0.515,2.14
0.48,2.06
0.46,1.92
0.47,1.84
0.5,1.88
0.5,2.0
0.43,2.0
0.49,1.72
0.545,1.96
0.56,2.18
0.505,2.24
0.495,2.02
0.48,1.98
0.465,1.92
0.46,1.86
0.52,1.84
0.475,2.08
0.515,1.9
0.47,2.06
0.505,1.88
0.515,2.02
0.535,2.06
0.5,2.14
0.475,2.0
0.56,1.9
0.555,2.24
0.475,2.22
0.495,1.9
0.49,1.98
0.48,1.96
0.515,1.92
0.505,2.06
0.53,2.02
0.505,2.12
0.49,2.02
0.545,1.96
0.56,2.18
0.515,2.24
0.47,2.06
0.5,1.88
0.47,2.0
0.545,1.88
0.525,2.18
0.515,2.1
0.455,2.06
0.47,1.82
0.485,1.88
0.46,1.94
0.52,1.84
0.465,2.08
0.535,1.86
0.435,2.14
0.525,1.74
0.48,2.1
0.45,1.92
0.51,1.8
0.42,2.04
0.505,1.68
0.495,2.02
0.505,1.98
0.56,2.02
0.585,2.24
0.52,2.34
0.51,2.08
0.44,2.04
0.535,1.76
0.455,2.14
0.485,1.82
0.51,1.94
0.52,2.04
0.51,2.08
0.535,2.04
0.47,2.14
0.505,1.88
0.535,2.02
0.51,2.14
0.46,2.04
0.535,1.84
0.465,2.14
0.535,1.86
0.525,2.14
0.515,2.1
0.475,2.06
0.455,1.9
0.485,1.82
0.49,1.94
0.51,1.96
0.49,2.04
0.54,1.96
0.5,2.16
0.45,2.0
0.475,1.8
0.54,1.9
0.54,2.16
0.475,2.16
0.505,1.9
0.51,2.02
0.51,2.04
0.485,2.04
0.48,1.94
0.49,1.92
0.46,1.96
0.495,1.84
0.505,1.98
0.505,2.02
0.5,2.02
0.495,2.0
0.55,1.98
0.45,2.2
0.465,1.8
0.49,1.86
0.465,1.96
0.51,1.86
0.515,2.04
0.53,2.06
0.465,2.12
0.425,1.86
0.46,1.7
0.515,1.84
0.485,2.06
0.455,1.94
0.46,1.82
0.47,1.84
0.485,1.88
0.47,1.94
0.445,1.88
0.545,1.78
0.465,2.18
0.48,1.86
0.485,1.92
0.55,1.94
0.535,2.2
0.505,2.14
0.485,2.02
0.495,1.94
0.595,1.98
0.45,2.38
0.545,1.8
0.47,2.18
0.52,1.88
0.45,2.08
0.53,1.8
0.465,2.12
0.515,1.86
0.52,2.06
0.435,2.08
0.51,1.74
0.49,2.04
0.49,1.96
0.505,1.96
0.495,2.02
0.53,1.98
0.445,2.12
0.49,1.78
0.51,1.96
0.43,2.04
0.515,1.72
0.44,2.06
0.525,1.76
0.45,2.1
0.485,1.8
0.465,1.94
0.525,1.86
0.44,2.1
0.485,1.76
0.54,1.94
0.435,2.16
0.455,1.74
0.445,1.82
0.48,1.78
0.495,1.92
0.47,1.98
0.47,1.88
0.51,1.88
0.475,2.04
0.5,1.9
0.48,2.0
0.51,1.92
0.49,2.04
0.505,1.96
0.48,2.02
0.525,1.92
0.5,2.1
0.415,2.0
0.585,1.66
0.535,2.34
0.43,2.14
0.44,1.72
0.495,1.76
0.5,1.98
0.52,2.0
0.49,2.08
0.505,1.96
0.445,2.02
0.46,1.78
0.5,1.84
0.52,2.0
0.545,2.08
0.44,2.18
0.46,1.76
0.51,1.84
0.545,2.04
0.55,2.18
0.545,2.2
0.42,2.18
0.515,1.68
0.555,2.06
0.52,2.22
0.485,2.08
0.46,1.94
0.57,1.84
0.495,2.28
0.53,1.98
0.56,2.12
0.53,2.24
0.485,2.12
0.485,1.94
0.53,1.94
0.52,2.12
0.495,2.08
0.52,1.98
0.46,2.08
0.565,1.84
0.47,2.26
0.495,1.88
0.45,1.98
0.53,1.8
0.465,2.12
0.53,1.86
0.48,2.12
0.47,1.92
0.5,1.88
0.56,2.0
0.47,2.24
0.53,1.88
0.515,2.12
0.525,2.06
0.45,2.1
0.53,1.8
0.515,2.12
0.475,2.06
0.455,1.9
0.47,1.82
0.535,1.88
0.48,2.14
0.545,1.92
0.56,2.18
0.52,2.24
0.385,2.08
0.47,1.54
0.475,1.88
0.455,1.9
0.56,1.82
0.495,2.24
0.52,1.98
0.485,2.08
0.45,1.94
0.485,1.8
0.445,1.94
0.53,1.78
0.5,2.12
0.515,2.0
0.51,2.06
0.595,2.04
0.525,2.38
0.51,2.1
0.51,2.04
0.475,2.04
0.57,1.9
0.485,2.28
0.59,1.94
0.475,2.36
0.495,1.9
0.445,1.98
0.505,1.78
0.495,2.02
0.47,1.98
0.5,1.88
0.525,2.0
0.48,2.1
0.49,1.92
0.505,1.96
0.485,2.02
