Cooperate Rate,Average Reward
0.6,2.4
0.56,2.4
0.6,2.24
0.48,2.4
0.48,1.92
0.56,1.92
0.48,2.24
0.46,1.92
0.58,1.84
0.56,2.32
0.52,2.24
0.48,2.08
0.54,1.92
0.48,2.16
0.44,1.92
0.46,1.76
0.52,1.84
0.4,2.08
0.52,1.6
0.5,2.08
0.52,2.0
0.46,2.08
0.64,1.84
0.6,2.56
0.54,2.4
0.56,2.16
0.48,2.24
0.5,1.92
0.6,2.0
0.54,2.4
0.58,2.16
0.56,2.32
0.44,2.24
0.46,1.76
0.46,1.84
0.5,1.84
0.58,2.0
0.5,2.32
0.58,2.0
0.72,2.32
0.44,2.88
0.48,1.76
0.46,1.92
0.6,1.84
0.62,2.4
0.42,2.48
0.46,1.68
0.66,1.84
0.48,2.64
0.52,1.92
0.62,2.08
0.52,2.48
0.56,2.08
0.48,2.24
0.4,1.92
0.4,1.6
0.56,1.6
0.44,2.24
0.52,1.76
0.52,2.08
0.34,2.08
0.62,1.36
0.52,2.48
0.54,2.08
0.54,2.16
0.48,2.16
0.44,1.92
0.6,1.76
0.44,2.4
0.52,1.76
0.54,2.08
0.5,2.16
0.58,2.0
0.42,2.32
0.36,1.68
0.56,1.44
0.38,2.24
0.38,1.52
0.4,1.52
0.44,1.6
0.46,1.76
0.42,1.84
0.46,1.68
0.5,1.84
0.4,2.0
0.5,1.6
0.52,2.0
0.5,2.08
0.54,2.0
0.52,2.16
0.54,2.08
0.38,2.16
0.4,1.52
0.52,1.6
0.54,2.08
0.48,2.16
0.5,1.92
0.52,2.0
0.5,2.08
0.48,2.0
0.48,1.92
0.46,1.92
0.58,1.84
0.5,2.32
0.38,2.0
0.46,1.52
0.48,1.84
0.52,1.92
0.52,2.08
0.58,2.08
0.46,2.32
0.58,1.84
0.54,2.32
0.32,2.16
0.58,1.28
0.5,2.32
0.54,2.0
0.46,2.16
0.52,1.84
0.6,2.08
0.58,2.4
0.4,2.32
0.42,1.6
0.6,1.68
0.5,2.4
0.4,2.0
0.5,1.6
0.6,2.0
0.54,2.4
0.44,2.16
0.48,1.76
0.5,1.92
0.52,2.0
0.5,2.08
0.56,2.0
0.46,2.24
0.48,1.84
0.6,1.92
0.5,2.4
0.52,2.0
0.48,2.08
0.42,1.92
0.52,1.68
0.48,2.08
0.6,1.92
0.3,2.4
0.48,1.2
0.6,1.92
0.3,2.4
0.46,1.2
0.56,1.84
0.56,2.24
0.48,2.24
0.62,1.92
0.54,2.48
0.42,2.16
0.56,1.68
0.48,2.24
0.58,1.92
0.44,2.32
0.52,1.76
0.54,2.08
0.52,2.16
0.4,2.08
0.54,1.6
0.38,2.16
0.52,1.52
0.48,2.08
0.48,1.92
0.56,1.92
0.4,2.24
0.6,1.6
0.42,2.4
0.44,1.68
0.56,1.76
0.46,2.24
0.48,1.84
0.56,1.92
0.52,2.24
0.62,2.08
0.48,2.48
0.54,1.92
0.48,2.16
0.5,1.92
0.52,2.0
0.54,2.08
0.34,2.16
0.52,1.36
0.54,2.08
0.48,2.16
0.56,1.92
0.32,2.24
0.32,1.28
0.48,1.28
0.54,1.92
0.4,2.16
0.5,1.6
0.5,2.0
0.54,2.0
0.54,2.16
0.5,2.16
0.48,2.0
0.54,1.92
0.48,2.16
0.52,1.92
0.6,2.08
0.4,2.4
0.48,1.6
0.52,1.92
0.64,2.08
0.46,2.56
0.42,1.84
0.6,1.68
0.32,2.4
0.44,1.28
0.42,1.76
0.6,1.68
0.44,2.4
0.38,1.76
0.6,1.52
0.56,2.4
0.48,2.24
0.6,1.92
0.36,2.4
0.46,1.44
0.5,1.84
0.38,2.0
0.5,1.52
0.5,2.0
0.46,2.0
0.54,1.84
0.48,2.16
0.54,1.92
0.44,2.16
0.5,1.76
0.56,2.0
0.46,2.24
0.42,1.84
0.6,1.68
0.4,2.4
0.54,1.6
0.48,2.16
0.54,1.92
0.5,2.16
0.52,2.0
0.52,2.08
0.54,2.08
0.46,2.16
0.62,1.84
0.44,2.48
0.54,1.76
0.44,2.16
0.62,1.76
0.48,2.48
0.48,1.92
0.52,1.92
0.48,2.08
0.5,1.92
0.52,2.0
0.56,2.08
0.54,2.24
0.4,2.16
0.54,1.6
0.42,2.16
0.58,1.68
0.52,2.32
0.46,2.08
0.5,1.84
0.48,2.0
0.5,1.92
0.52,2.0
0.52,2.08
0.48,2.08
0.54,1.92
0.44,2.16
0.46,1.76
0.52,1.84
0.48,2.08
0.44,1.92
0.44,1.76
0.46,1.76
0.5,1.84
0.46,2.0
0.48,1.84
0.54,1.92
0.48,2.16
0.56,1.92
0.52,2.24
0.56,2.08
0.44,2.24
0.5,1.76
0.52,2.0
0.48,2.08
0.5,1.92
0.52,2.0
0.52,2.08
0.48,2.08
0.5,1.92
0.5,2.0
0.48,2.0
0.54,1.92
0.54,2.16
0.44,2.16
0.6,1.76
0.46,2.4
0.56,1.84
0.5,2.24
0.46,2.0
0.48,1.84
0.54,1.92
0.4,2.16
0.48,1.6
0.48,1.92
0.48,1.92
0.48,1.92
0.52,1.92
0.56,2.08
0.46,2.24
0.56,1.84
0.5,2.24
0.5,2.0
0.54,2.0
0.46,2.16
0.54,1.84
0.46,2.16
0.54,1.84
0.48,2.16
0.5,1.92
0.54,2.0
0.48,2.16
0.48,1.92
0.54,1.92
0.54,2.16
0.54,2.16
0.52,2.16
0.46,2.08
0.52,1.84
0.5,2.08
0.56,2.0
0.46,2.24
0.46,1.84
0.56,1.84
0.48,2.24
0.5,1.92
0.46,2.0
0.52,1.84
0.44,2.08
0.48,1.76
0.54,1.92
0.46,2.16
0.54,1.84
0.5,2.16
0.48,2.0
0.54,1.92
0.5,2.16
0.46,2.0
0.52,1.84
0.5,2.08
0.48,2.0
0.56,1.92
0.46,2.24
0.52,1.84
0.5,2.08
0.46,2.0
0.48,1.84
0.5,1.92
0.46,2.0
0.56,1.84
0.44,2.24
0.6,1.76
0.42,2.4
0.66,1.68
0.52,2.64
0.48,2.08
0.54,1.92
0.44,2.16
0.52,1.76
0.5,2.08
0.5,2.0
0.46,2.0
0.5,1.84
0.5,2.0
0.44,2.0
0.58,1.76
0.56,2.32
