Cooperate Rate,Average Reward
0.515,2.06
0.91,2.06
0.105,3.64
0.745,0.42
0.12,2.98
0.725,0.48
0.12,2.9
0.875,0.48
0.085,3.5
0.72,0.34
0.145,2.88
0.32,0.58
0.655,1.28
0.87,2.62
0.085,3.48
0.81,0.34
0.885,3.24
0.14,3.54
0.89,0.56
0.915,3.56
0.095,3.66
0.89,0.38
0.885,3.56
0.88,3.54
0.845,3.52
0.065,3.38
0.89,0.26
0.1,3.56
0.825,0.4
0.08,3.3
0.175,0.32
0.39,0.7
0.85,1.56
0.095,3.4
0.715,0.38
0.085,2.86
0.725,0.34
0.915,2.9
0.085,3.66
0.82,0.34
0.86,3.28
0.905,3.44
0.125,3.62
0.545,0.5
0.165,2.18
0.89,0.66
0.11,3.56
0.51,0.44
0.79,2.04
0.115,3.16
0.705,0.46
0.895,2.82
0.065,3.58
0.785,0.26
0.08,3.14
0.54,0.32
0.145,2.16
0.675,0.58
0.895,2.7
0.12,3.58
0.83,0.48
0.895,3.32
0.105,3.58
0.875,0.42
0.11,3.5
0.66,0.44
0.83,2.64
0.15,3.32
0.745,0.6
0.88,2.98
0.115,3.52
0.85,0.46
0.91,3.4
0.105,3.64
0.15,0.42
0.63,0.6
0.89,2.52
0.895,3.56
0.89,3.58
0.165,3.56
0.38,0.66
0.075,1.52
0.73,0.3
0.795,2.92
0.95,3.18
0.1,3.8
0.88,0.4
0.885,3.52
0.09,3.54
0.885,0.36
0.065,3.54
0.86,0.26
0.1,3.44
0.68,0.4
0.11,2.72
0.885,0.44
0.925,3.54
0.92,3.7
0.115,3.68
0.88,0.46
0.13,3.52
0.245,0.52
0.665,0.98
0.13,2.66
0.455,0.52
0.845,1.82
0.86,3.38
0.095,3.44
0.745,0.38
0.89,2.98
0.85,3.56
0.085,3.4
0.88,0.34
0.105,3.52
0.63,0.42
0.9,2.52
0.88,3.6
0.9,3.52
0.06,3.6
0.725,0.24
0.9,2.9
0.895,3.6
0.115,3.58
0.81,0.46
0.07,3.24
0.82,0.28
0.11,3.28
0.885,0.44
0.065,3.54
0.675,0.26
0.865,2.7
0.1,3.46
0.725,0.4
0.095,2.9
0.835,0.38
0.1,3.34
0.44,0.4
0.49,1.76
0.795,1.96
0.93,3.18
0.095,3.72
0.625,0.38
0.195,2.5
0.255,0.78
0.805,1.02
0.91,3.22
0.875,3.64
0.11,3.5
0.775,0.44
0.89,3.1
0.915,3.56
0.1,3.66
0.8,0.4
0.115,3.2
0.655,0.46
0.905,2.62
0.125,3.62
0.265,0.5
0.57,1.06
0.84,2.28
0.09,3.36
0.755,0.36
0.115,3.02
0.68,0.46
0.795,2.72
0.91,3.18
0.895,3.64
0.885,3.58
0.055,3.54
0.875,0.22
0.135,3.5
0.345,0.54
0.725,1.38
0.88,2.9
0.865,3.52
0.125,3.46
0.595,0.5
0.125,2.38
0.885,0.5
0.905,3.54
0.89,3.62
0.865,3.56
0.9,3.46
0.115,3.6
0.865,0.46
0.095,3.46
0.635,0.38
0.92,2.54
0.855,3.68
0.105,3.42
0.825,0.42
0.815,3.3
0.13,3.26
0.315,0.52
0.665,1.26
0.11,2.66
0.855,0.44
0.91,3.42
0.145,3.64
0.82,0.58
0.935,3.28
0.145,3.74
0.685,0.58
0.895,2.74
0.835,3.58
0.895,3.34
0.845,3.58
0.895,3.38
0.105,3.58
0.875,0.42
0.07,3.5
0.66,0.28
0.865,2.64
0.86,3.46
0.08,3.44
0.545,0.32
0.075,2.18
0.355,0.3
0.83,1.42
0.095,3.32
0.825,0.38
0.89,3.3
0.885,3.56
0.125,3.54
0.69,0.5
0.855,2.76
0.89,3.42
0.12,3.56
0.75,0.48
0.89,3.0
0.105,3.56
0.91,0.42
0.1,3.64
0.66,0.4
0.09,2.64
0.785,0.36
0.065,3.14
0.645,0.26
0.785,2.58
0.105,3.14
0.755,0.42
0.865,3.02
0.89,3.46
0.04,3.56
0.2,0.16
0.415,0.8
0.565,1.66
0.81,2.26
0.855,3.24
0.885,3.42
0.165,3.54
0.57,0.66
0.155,2.28
0.68,0.62
0.815,2.72
0.88,3.26
0.125,3.52
0.82,0.5
0.91,3.28
0.86,3.64
0.09,3.44
0.88,0.36
0.12,3.52
0.655,0.48
0.88,2.62
0.065,3.52
0.885,0.26
0.11,3.54
0.52,0.44
0.91,2.08
0.125,3.64
0.92,0.5
0.075,3.68
0.71,0.3
0.15,2.84
0.44,0.6
0.88,1.76
0.11,3.52
0.88,0.44
0.12,3.52
0.38,0.48
0.495,1.52
0.915,1.98
0.89,3.66
0.89,3.56
0.895,3.56
0.9,3.58
0.11,3.6
0.69,0.44
0.785,2.76
0.08,3.14
0.56,0.32
0.88,2.24
0.08,3.52
0.895,0.32
0.1,3.58
0.86,0.4
0.925,3.44
0.11,3.7
0.84,0.44
0.1,3.36
0.8,0.4
0.89,3.2
0.105,3.56
0.59,0.42
0.875,2.36
0.905,3.5
0.905,3.62
0.865,3.62
0.09,3.46
0.905,0.36
0.105,3.62
0.845,0.42
0.9,3.38
0.865,3.6
0.87,3.46
0.88,3.48
0.84,3.52
0.885,3.36
0.925,3.54
0.065,3.7
0.825,0.26
0.85,3.3
0.9,3.4
0.87,3.6
0.88,3.48
0.91,3.52
0.935,3.64
0.155,3.74
0.885,0.62
0.89,3.54
0.08,3.56
0.295,0.32
0.83,1.18
0.9,3.32
0.895,3.6
0.1,3.58
0.885,0.4
0.125,3.54
0.855,0.5
0.895,3.42
0.125,3.58
0.74,0.5
0.92,2.96
0.84,3.68
0.1,3.36
0.625,0.4
0.825,2.5
0.09,3.3
0.29,0.36
0.615,1.16
0.875,2.46
0.085,3.5
0.91,0.34
0.105,3.64
0.855,0.42
0.08,3.42
0.86,0.32
0.85,3.44
0.085,3.4
0.835,0.34
0.89,3.34
0.885,3.56
0.885,3.54
0.11,3.54
0.22,0.44
0.58,0.88
0.1,2.32
0.26,0.4
0.74,1.04
0.87,2.96
0.87,3.48
0.9,3.48
0.91,3.6
0.115,3.64
0.835,0.46
0.105,3.34
0.615,0.42
0.84,2.46
0.105,3.36
0.81,0.42
0.105,3.24
0.625,0.42
0.895,2.5
0.09,3.58
0.56,0.36
0.095,2.24
0.655,0.38
0.14,2.62
0.76,0.56
0.1,3.04
0.61,0.4
0.09,2.44
0.435,0.36
0.535,1.74
0.925,2.14
0.085,3.7
0.9,0.34
0.115,3.6
0.79,0.46
0.1,3.16
0.755,0.4
0.855,3.02
0.11,3.42
0.455,0.44
0.88,1.82
0.085,3.52
0.635,0.34
0.105,2.54
0.085,0.42
0.705,0.34
0.905,2.82
0.075,3.62
0.385,0.3
0.6,1.54
0.85,2.4
0.09,3.4
0.705,0.36
0.91,2.82
0.095,3.64
0.895,0.38
0.905,3.58
0.905,3.62
0.88,3.62
0.88,3.52
0.895,3.52
0.1,3.58
0.845,0.4
0.895,3.38
0.07,3.58
0.765,0.28
0.11,3.06
0.67,0.44
0.89,2.68
0.875,3.56
0.86,3.5
0.9,3.44
0.1,3.6
0.22,0.4
0.86,0.88
0.875,3.44
0.915,3.5
0.085,3.66
0.74,0.34
0.07,2.96
0.9,0.28
0.08,3.6
0.865,0.32
0.855,3.46
0.09,3.42
0.55,0.36
0.89,2.2
0.075,3.56
0.87,0.3
0.135,3.48
0.805,0.54
0.08,3.22
0.81,0.32
0.89,3.24
0.88,3.56
0.91,3.52
0.095,3.64
0.84,0.38
0.08,3.36
0.13,0.32
0.86,0.52
0.13,3.44
0.65,0.52
0.85,2.6
0.085,3.4
0.69,0.34
0.915,2.76
0.92,3.66
0.115,3.68
0.21,0.46
0.495,0.84
0.9,1.98
0.11,3.6
0.91,0.44
0.105,3.64
0.9,0.42
0.095,3.6
0.895,0.38
0.845,3.58
0.9,3.38
0.135,3.6
0.32,0.54
0.795,1.28
0.13,3.18
0.825,0.52
0.09,3.3
0.67,0.36
0.11,2.68
0.705,0.44
0.13,2.82
0.9,0.52
0.925,3.6
0.145,3.7
0.935,0.58
0.095,3.74
