Cooperate Rate,Average Reward
0.495,1.98
0.475,1.98
0.505,1.9
0.485,2.02
0.49,1.94
0.51,1.96
0.53,2.04
0.52,2.12
0.535,2.08
0.43,2.14
0.495,1.72
0.41,1.98
0.455,1.64
0.465,1.82
0.525,1.86
0.53,2.1
0.46,2.12
0.475,1.84
0.485,1.9
0.505,1.94
0.485,2.02
0.52,1.94
0.455,2.08
0.485,1.82
0.49,1.94
0.515,1.96
0.595,2.06
0.485,2.38
0.495,1.94
0.505,1.98
0.46,2.02
0.52,1.84
0.51,2.08
0.535,2.04
0.48,2.14
0.48,1.92
0.565,1.92
0.515,2.26
0.45,2.06
0.46,1.8
0.49,1.84
0.51,1.96
0.44,2.04
0.495,1.76
0.495,1.98
0.495,1.98
0.49,1.98
0.515,1.96
0.46,2.06
0.49,1.84
0.45,1.96
0.465,1.8
0.42,1.86
0.5,1.68
0.465,2.0
0.605,1.86
0.455,2.42
0.47,1.82
0.43,1.88
0.53,1.72
0.51,2.12
0.525,2.04
0.47,2.1
0.515,1.88
0.51,2.06
0.49,2.04
0.47,1.96
0.57,1.88
0.5,2.28
0.475,2.0
0.455,1.9
0.595,1.82
0.51,2.38
0.46,2.04
0.45,1.84
0.49,1.8
0.48,1.96
0.545,1.92
0.49,2.18
0.465,1.96
0.52,1.86
0.485,2.08
0.445,1.94
0.485,1.78
0.505,1.94
0.525,2.02
0.535,2.1
0.54,2.14
0.49,2.16
0.51,1.96
0.465,2.04
0.56,1.86
0.53,2.24
0.475,2.12
0.475,1.9
0.51,1.9
0.525,2.04
0.52,2.1
0.56,2.08
0.52,2.24
0.55,2.08
0.49,2.2
0.52,1.96
0.47,2.08
0.485,1.88
0.52,1.94
0.485,2.08
0.525,1.94
0.47,2.1
0.53,1.88
0.47,2.12
0.49,1.88
0.515,1.96
0.47,2.06
0.53,1.88
0.495,2.12
0.475,1.98
0.5,1.9
0.495,2.0
0.565,1.98
0.57,2.26
0.495,2.28
0.525,1.98
0.51,2.1
0.46,2.04
0.475,1.84
0.505,1.9
0.47,2.02
0.51,1.88
0.435,2.04
0.505,1.74
0.54,2.02
0.475,2.16
0.495,1.9
0.515,1.98
0.44,2.06
0.525,1.76
0.51,2.1
0.445,2.04
0.465,1.78
0.465,1.86
0.47,1.86
0.485,1.88
0.52,1.94
0.52,2.08
0.48,2.08
0.5,1.92
0.43,2.0
0.52,1.72
0.54,2.08
0.485,2.16
0.5,1.94
0.495,2.0
0.53,1.98
0.515,2.12
0.5,2.06
0.485,2.0
0.485,1.94
0.51,1.94
0.47,2.04
0.52,1.88
0.485,2.08
0.49,1.94
0.54,1.96
0.5,2.16
0.555,2.0
0.545,2.22
0.535,2.18
0.55,2.14
0.54,2.2
0.475,2.16
0.465,1.9
0.505,1.86
0.47,2.02
0.45,1.88
0.51,1.8
0.445,2.04
0.49,1.78
0.51,1.96
0.49,2.04
0.455,1.96
0.435,1.82
0.55,1.74
0.47,2.2
0.54,1.88
0.5,2.16
0.53,2.0
0.45,2.12
0.535,1.8
0.5,2.14
0.56,2.0
0.44,2.24
0.505,1.76
0.505,2.02
0.525,2.02
0.5,2.1
0.505,2.0
0.495,2.02
0.51,1.98
0.47,2.04
0.55,1.88
0.465,2.2
0.465,1.86
0.505,1.86
0.52,2.02
0.455,2.08
0.525,1.82
0.475,2.1
0.525,1.9
0.47,2.1
0.51,1.88
0.555,2.04
0.5,2.22
0.48,2.0
0.5,1.92
0.575,2.0
0.545,2.3
0.475,2.18
0.54,1.9
0.51,2.16
0.55,2.04
0.455,2.2
0.495,1.82
0.48,1.98
0.55,1.92
0.56,2.2
0.49,2.24
0.48,1.96
0.53,1.92
0.52,2.12
0.515,2.08
0.49,2.06
0.48,1.96
0.545,1.92
0.545,2.18
0.48,2.18
0.505,1.92
0.58,2.02
0.54,2.32
0.46,2.16
0.53,1.84
0.475,2.12
0.445,1.9
0.465,1.78
0.575,1.86
0.515,2.3
0.48,2.06
0.425,1.92
0.485,1.7
0.465,1.94
0.495,1.86
0.475,1.98
0.465,1.9
0.5,1.86
0.48,2.0
0.48,1.92
0.445,1.92
0.445,1.78
0.535,1.78
0.505,2.14
0.455,2.02
0.475,1.82
0.565,1.9
0.485,2.26
0.515,1.94
0.465,2.06
0.525,1.86
0.495,2.1
0.5,1.98
0.49,2.0
0.485,1.96
0.48,1.94
0.52,1.92
0.485,2.08
0.51,1.94
0.46,2.04
0.565,1.84
0.44,2.26
0.51,1.76
0.46,2.04
0.455,1.84
0.505,1.82
0.46,2.02
0.51,1.84
0.515,2.04
0.505,2.06
0.46,2.02
0.475,1.84
0.515,1.9
0.51,2.06
0.525,2.04
0.495,2.1
0.485,1.98
0.485,1.94
0.505,1.94
0.42,2.02
0.48,1.68
0.51,1.92
0.55,2.04
0.46,2.2
0.54,1.84
0.51,2.16
0.49,2.04
0.555,1.96
0.49,2.22
0.535,1.96
0.48,2.14
0.52,1.92
0.505,2.08
0.51,2.02
0.49,2.04
0.495,1.96
0.5,1.98
0.52,2.0
0.435,2.08
0.475,1.74
0.46,1.9
0.46,1.84
0.49,1.84
0.515,1.96
0.445,2.06
0.495,1.78
0.545,1.98
0.48,2.18
0.53,1.92
0.54,2.12
0.47,2.16
0.525,1.88
0.475,2.1
0.505,1.9
0.515,2.02
0.525,2.06
0.44,2.1
0.495,1.76
0.465,1.98
0.495,1.86
0.575,1.98
0.485,2.3
0.495,1.94
0.425,1.98
0.465,1.7
0.52,1.86
0.51,2.08
0.485,2.04
0.46,1.94
0.52,1.84
0.515,2.08
0.51,2.06
0.43,2.04
0.495,1.72
0.54,1.98
0.45,2.16
0.52,1.8
0.515,2.08
0.535,2.06
0.54,2.14
0.495,2.16
0.53,1.98
0.51,2.12
0.45,2.04
0.465,1.8
0.525,1.86
0.465,2.1
0.515,1.86
0.51,2.06
0.6,2.04
0.48,2.4
0.49,1.92
0.505,1.96
0.525,2.02
0.54,2.1
0.515,2.16
0.53,2.06
0.46,2.12
0.525,1.84
0.5,2.1
0.515,2.0
0.53,2.06
0.52,2.12
0.515,2.08
0.47,2.06
0.535,1.88
0.54,2.14
0.515,2.16
0.41,2.06
0.475,1.64
0.515,1.9
0.49,2.06
0.52,1.96
0.5,2.08
0.495,2.0
0.56,1.98
0.52,2.24
0.505,2.08
0.505,2.02
0.51,2.02
0.52,2.04
0.52,2.08
0.49,2.08
0.55,1.96
0.46,2.2
0.515,1.84
0.48,2.06
0.605,1.92
0.51,2.42
0.485,2.04
0.535,1.94
0.51,2.14
0.54,2.04
0.48,2.16
0.515,1.92
0.48,2.06
0.495,1.92
0.485,1.98
0.585,1.94
0.535,2.34
0.545,2.14
0.485,2.18
0.49,1.94
0.525,1.96
0.545,2.1
0.53,2.18
0.565,2.12
0.51,2.26
0.465,2.04
0.465,1.86
0.545,1.86
0.505,2.18
0.51,2.02
0.54,2.04
0.495,2.16
0.52,1.98
0.45,2.08
0.535,1.8
0.46,2.14
0.52,1.84
0.54,2.08
0.515,2.16
0.395,2.06
0.535,1.58
0.54,2.14
0.51,2.16
