Cooperate Rate,Average Reward
0.465,1.86
0.47,1.86
0.5,1.88
0.545,2.0
0.505,2.18
0.5,2.02
0.52,2.0
0.5,2.08
0.495,2.0
0.515,1.98
0.52,2.06
0.495,2.08
0.465,1.98
0.465,1.86
0.47,1.86
0.51,1.88
0.475,2.04
0.505,1.9
0.475,2.02
0.495,1.9
0.485,1.98
0.48,1.94
0.55,1.92
0.49,2.2
0.52,1.96
0.48,2.08
0.5,1.92
0.515,2.0
0.48,2.06
0.53,1.92
0.425,2.12
0.57,1.7
0.505,2.28
0.48,2.02
0.595,1.92
0.525,2.38
0.47,2.1
0.435,1.88
0.5,1.74
0.495,2.0
0.435,1.98
0.525,1.74
0.535,2.1
0.53,2.14
0.505,2.12
0.505,2.02
0.5,2.02
0.48,2.0
0.535,1.92
0.545,2.14
0.475,2.18
0.515,1.9
0.51,2.06
0.52,2.04
0.53,2.08
0.49,2.12
0.455,1.96
0.45,1.82
0.46,1.8
0.455,1.84
0.48,1.82
0.5,1.92
0.485,2.0
0.48,1.94
0.51,1.92
0.495,2.04
0.545,1.98
0.46,2.18
0.51,1.84
0.445,2.04
0.46,1.78
0.505,1.84
0.54,2.02
0.475,2.16
0.475,1.9
0.5,1.9
0.46,2.0
0.515,1.84
0.51,2.06
0.555,2.04
0.475,2.22
0.545,1.9
0.5,2.18
0.435,2.0
0.48,1.74
0.49,1.92
0.55,1.96
0.475,2.2
0.49,1.9
0.51,1.96
0.45,2.04
0.5,1.8
0.51,2.0
0.51,2.04
0.48,2.04
0.55,1.92
0.55,2.2
0.5,2.2
0.465,2.0
0.515,1.86
0.49,2.06
0.465,1.96
0.455,1.86
0.505,1.82
0.515,2.02
0.47,2.06
0.51,1.88
0.475,2.04
0.53,1.9
0.465,2.12
0.455,1.86
0.46,1.82
0.475,1.84
0.515,1.9
0.525,2.06
0.515,2.1
0.485,2.06
0.48,1.94
0.535,1.92
0.505,2.14
0.51,2.02
0.47,2.04
0.55,1.88
0.545,2.2
0.455,2.18
0.45,1.82
0.415,1.8
0.53,1.66
0.6,2.12
0.5,2.4
0.435,2.0
0.495,1.74
0.475,1.98
0.58,1.9
0.51,2.32
0.485,2.04
0.52,1.94
0.5,2.08
0.45,2.0
0.51,1.8
0.505,2.04
0.47,2.02
0.495,1.88
0.57,1.98
0.475,2.28
0.505,1.9
0.49,2.02
0.5,1.96
0.495,2.0
0.54,1.98
0.5,2.16
0.515,2.0
0.485,2.06
0.515,1.94
0.51,2.06
0.41,2.04
0.535,1.64
0.47,2.14
0.425,1.88
0.53,1.7
0.51,2.12
0.545,2.04
0.43,2.18
0.5,1.72
0.53,2.0
0.49,2.12
0.475,1.96
0.45,1.9
0.47,1.8
0.485,1.88
0.515,1.94
0.46,2.06
0.47,1.84
0.495,1.88
0.53,1.98
0.49,2.12
0.495,1.96
0.515,1.98
0.555,2.06
0.49,2.22
0.475,1.96
0.54,1.9
0.51,2.16
0.485,2.04
0.515,1.94
0.495,2.06
0.485,1.98
0.435,1.94
0.47,1.74
0.44,1.88
0.565,1.76
0.495,2.26
0.45,1.98
0.505,1.8
0.505,2.02
0.485,2.02
0.59,1.94
0.555,2.36
0.455,2.22
0.48,1.82
0.48,1.92
0.535,1.92
0.48,2.14
0.47,1.92
0.48,1.88
0.505,1.92
0.505,2.02
0.515,2.02
0.47,2.06
0.485,1.88
0.51,1.94
0.46,2.04
0.535,1.84
0.49,2.14
0.505,1.96
0.46,2.02
0.51,1.84
0.55,2.04
0.52,2.2
0.455,2.08
0.475,1.82
0.465,1.9
0.505,1.86
0.465,2.02
0.425,1.86
0.51,1.7
0.52,2.04
0.495,2.08
0.495,1.98
0.44,1.98
0.44,1.76
0.475,1.76
0.51,1.9
0.53,2.04
0.505,2.12
0.535,2.02
0.405,2.14
0.54,1.62
0.475,2.16
0.455,1.9
0.44,1.82
0.485,1.76
0.53,1.94
0.48,2.12
0.5,1.92
0.505,2.0
0.485,2.02
0.48,1.94
0.515,1.92
0.54,2.06
0.465,2.16
0.465,1.86
0.525,1.86
0.49,2.1
0.52,1.96
0.54,2.08
0.465,2.16
0.49,1.86
0.5,1.96
0.555,2.0
0.515,2.22
0.515,2.06
0.48,2.06
0.505,1.92
0.47,2.02
0.455,1.88
0.43,1.82
0.495,1.72
0.455,1.98
0.53,1.82
0.48,2.12
0.43,1.92
0.53,1.72
0.55,2.12
0.575,2.2
0.515,2.3
0.5,2.06
0.525,2.0
0.47,2.1
0.505,1.88
0.515,2.02
0.555,2.06
0.465,2.22
0.535,1.86
0.51,2.14
0.54,2.04
0.435,2.16
0.505,1.74
0.44,2.02
0.48,1.76
0.525,1.92
0.485,2.1
0.52,1.94
0.535,2.08
0.485,2.14
0.485,1.94
0.525,1.94
0.525,2.1
0.455,2.1
0.495,1.82
0.465,1.98
0.49,1.86
0.52,1.96
0.51,2.08
0.52,2.04
0.475,2.08
0.505,1.9
0.535,2.02
0.465,2.14
0.55,1.86
0.54,2.2
0.48,2.16
0.48,1.92
0.505,1.92
0.49,2.02
0.46,1.96
0.495,1.84
0.46,1.98
0.505,1.84
0.495,2.02
0.49,1.98
0.475,1.96
0.575,1.9
0.505,2.3
0.48,2.02
0.495,1.92
0.525,1.98
0.445,2.1
0.485,1.78
0.56,1.94
0.505,2.24
0.5,2.02
0.51,2.0
0.535,2.04
0.49,2.14
0.495,1.96
0.505,1.98
0.5,2.02
0.49,2.0
0.505,1.96
0.52,2.02
0.545,2.08
0.55,2.18
0.475,2.2
0.505,1.9
0.505,2.02
0.515,2.02
0.43,2.06
0.505,1.72
0.51,2.02
0.61,2.04
0.495,2.44
0.45,1.98
0.54,1.8
0.505,2.16
0.62,2.02
0.425,2.48
0.475,1.7
0.5,1.9
0.55,2.0
0.485,2.2
0.5,1.94
0.47,2.0
0.535,1.88
0.5,2.14
0.535,2.0
0.5,2.14
0.5,2.0
0.445,2.0
0.52,1.78
0.455,2.08
0.495,1.82
0.53,1.98
0.45,2.12
0.515,1.8
0.435,2.06
0.475,1.74
0.48,1.9
0.525,1.92
0.445,2.1
0.47,1.78
0.52,1.88
0.56,2.08
0.545,2.24
0.445,2.18
0.495,1.78
0.51,1.98
0.48,2.04
0.555,1.92
0.49,2.22
0.46,1.96
0.475,1.84
0.485,1.9
0.535,1.94
0.51,2.14
0.51,2.04
0.46,2.04
0.5,1.84
0.505,2.0
0.47,2.02
0.56,1.88
0.545,2.24
0.47,2.18
0.495,1.88
0.55,1.98
0.48,2.2
0.495,1.92
0.47,1.98
0.5,1.88
0.52,2.0
0.515,2.08
0.58,2.06
0.52,2.32
0.49,2.08
0.515,1.96
0.46,2.06
0.46,1.84
0.4,1.84
0.55,1.6
0.51,2.2
0.455,2.04
0.555,1.82
0.505,2.22
0.505,2.02
0.46,2.02
0.44,1.84
0.55,1.76
0.555,2.2
0.47,2.22
0.57,1.88
0.545,2.28
0.495,2.18
0.425,1.98
0.455,1.7
0.485,1.82
0.495,1.94
0.515,1.98
0.5,2.06
0.56,2.0
0.495,2.24
0.475,1.98
0.535,1.9
0.555,2.14
0.48,2.22
0.52,1.92
0.505,2.08
0.45,2.02
0.44,1.8
0.435,1.76
0.51,1.74
0.535,2.04
0.525,2.14
0.455,2.1
0.535,1.82
0.52,2.14
0.54,2.08
0.46,2.16
0.52,1.84
0.425,2.08
0.45,1.7
0.555,1.8
0.515,2.22
0.45,2.06
0.55,1.8
0.445,2.2
0.51,1.78
0.535,2.04
0.485,2.14
0.45,1.94
0.445,1.8
0.545,1.78
0.495,2.18
0.495,1.98
0.485,1.98
0.505,1.94
0.545,2.02
0.465,2.18
0.495,1.86
0.535,1.98
0.53,2.14
0.525,2.12
0.53,2.1
0.44,2.12
0.435,1.76
0.53,1.74
0.52,2.12
0.495,2.08
0.545,1.98
0.465,2.18
0.46,1.86
0.445,1.84
0.465,1.78
0.505,1.86
0.53,2.02
0.52,2.12
0.47,2.08
0.49,1.88
0.52,1.96
0.44,2.08
0.505,1.76
