Cooperate Rate,Average Reward
0.45,1.8
0.515,1.8
0.5,2.06
0.495,2.0
0.5,1.98
0.515,2.0
0.495,2.06
0.535,1.98
0.48,2.14
0.535,1.92
0.515,2.14
0.49,2.06
0.485,1.96
0.535,1.94
0.495,2.14
0.5,1.98
0.485,2.0
0.54,1.94
0.495,2.16
0.51,1.98
0.485,2.04
0.51,1.94
0.435,2.04
0.445,1.74
0.45,1.78
0.505,1.8
0.505,2.02
0.56,2.02
0.48,2.24
0.505,1.92
0.485,2.02
0.535,1.94
0.44,2.14
0.52,1.76
0.465,2.08
0.47,1.86
0.495,1.88
0.585,1.98
0.505,2.34
0.46,2.02
0.485,1.84
0.525,1.94
0.495,2.1
0.495,1.98
0.495,1.98
0.47,1.98
0.45,1.88
0.465,1.8
0.53,1.86
0.48,2.12
0.515,1.92
0.48,2.06
0.48,1.92
0.475,1.92
0.54,1.9
0.565,2.16
0.5,2.26
0.465,2.0
0.52,1.86
0.505,2.08
0.49,2.02
0.375,1.96
0.485,1.5
0.5,1.94
0.475,2.0
0.52,1.9
0.545,2.08
0.5,2.18
0.51,2.0
0.505,2.04
0.49,2.02
0.525,1.96
0.48,2.1
0.54,1.92
0.555,2.16
0.455,2.22
0.5,1.82
0.475,2.0
0.48,1.9
0.505,1.92
0.56,2.02
0.505,2.24
0.485,2.02
0.505,1.94
0.46,2.02
0.51,1.84
0.485,2.04
0.48,1.94
0.51,1.92
0.495,2.04
0.485,1.98
0.475,1.94
0.48,1.9
0.475,1.92
0.51,1.9
0.46,2.04
0.515,1.84
0.465,2.06
0.515,1.86
0.495,2.06
0.53,1.98
0.515,2.12
0.53,2.06
0.495,2.12
0.505,1.98
0.435,2.02
0.49,1.74
0.49,1.96
0.555,1.96
0.52,2.22
0.5,2.08
0.47,2.0
0.46,1.88
0.5,1.84
0.485,2.0
0.485,1.94
0.55,1.94
0.48,2.2
0.445,1.92
0.525,1.78
0.54,2.1
0.465,2.16
0.525,1.86
0.51,2.1
0.475,2.04
0.48,1.9
0.515,1.92
0.575,2.06
0.495,2.3
0.43,1.98
0.525,1.72
0.495,2.1
0.505,1.98
0.495,2.02
0.49,1.98
0.52,1.96
0.415,2.08
0.52,1.66
0.56,2.08
0.555,2.24
0.555,2.22
0.495,2.22
0.53,1.98
0.5,2.12
0.53,2.0
0.52,2.12
0.5,2.08
0.49,2.0
0.505,1.96
0.52,2.02
0.475,2.08
0.54,1.9
0.5,2.16
0.545,2.0
0.5,2.18
0.54,2.0
0.485,2.16
0.455,1.94
0.55,1.82
0.475,2.2
0.56,1.9
0.495,2.24
0.505,1.98
0.495,2.02
0.505,1.98
0.565,2.02
0.49,2.26
0.48,1.96
0.465,1.92
0.545,1.86
0.43,2.18
0.465,1.72
0.395,1.86
0.5,1.58
0.495,2.0
0.485,1.98
0.48,1.94
0.515,1.92
0.505,2.06
0.53,2.02
0.505,2.12
0.495,2.02
0.51,1.98
0.51,2.04
0.445,2.04
0.525,1.78
0.525,2.1
0.535,2.1
0.44,2.14
0.49,1.76
0.485,1.96
0.535,1.94
0.55,2.14
0.465,2.2
0.475,1.86
0.515,1.9
0.53,2.06
0.48,2.12
0.485,1.92
0.495,1.94
0.54,1.98
0.5,2.16
0.48,2.0
0.495,1.92
0.48,1.98
0.395,1.92
0.52,1.58
0.515,2.08
0.55,2.06
0.52,2.2
0.44,2.08
0.49,1.76
0.465,1.96
0.5,1.86
0.425,2.0
0.535,1.7
0.56,2.14
0.49,2.24
0.52,1.96
0.53,2.08
0.49,2.12
0.525,1.96
0.51,2.1
0.47,2.04
0.52,1.88
0.48,2.08
0.545,1.92
0.41,2.18
0.47,1.64
0.475,1.88
0.54,1.9
0.525,2.16
0.51,2.1
0.49,2.04
0.505,1.96
0.405,2.02
0.49,1.62
0.475,1.96
0.5,1.9
0.44,2.0
0.495,1.76
0.52,1.98
0.5,2.08
0.475,2.0
0.49,1.9
0.475,1.96
0.455,1.9
0.525,1.82
0.5,2.1
0.49,2.0
0.54,1.96
0.48,2.16
0.49,1.92
0.535,1.96
0.485,2.14
0.565,1.94
0.545,2.26
0.535,2.18
0.49,2.14
0.56,1.96
0.455,2.24
0.555,1.82
0.49,2.22
0.51,1.96
0.53,2.04
0.56,2.12
0.51,2.24
0.515,2.04
0.45,2.06
0.48,1.8
0.55,1.92
0.49,2.2
0.52,1.96
0.5,2.08
0.515,2.0
0.5,2.06
0.515,2.0
0.525,2.06
0.51,2.1
0.51,2.04
0.515,2.04
0.545,2.06
0.505,2.18
0.445,2.02
0.5,1.78
0.55,2.0
0.5,2.2
0.485,2.0
0.495,1.94
0.505,1.98
0.47,2.02
0.51,1.88
0.53,2.04
0.46,2.12
0.49,1.84
0.485,1.96
0.495,1.94
0.515,1.98
0.53,2.06
0.455,2.12
0.455,1.82
0.515,1.82
0.475,2.06
0.51,1.9
0.465,2.04
0.52,1.86
0.495,2.08
0.47,1.98
0.515,1.88
0.45,2.06
0.495,1.8
0.56,1.98
0.5,2.24
0.485,2.0
0.48,1.94
0.51,1.92
0.485,2.04
0.555,1.94
0.47,2.22
0.5,1.88
0.51,2.0
0.545,2.04
0.465,2.18
0.47,1.86
0.49,1.88
0.52,1.96
0.5,2.08
0.49,2.0
0.53,1.96
0.505,2.12
0.58,2.02
0.455,2.32
0.495,1.82
0.485,1.98
0.505,1.94
0.5,2.02
0.485,2.0
0.5,1.94
0.435,2.0
0.51,1.74
0.505,2.04
0.475,2.02
0.465,1.9
0.565,1.86
0.48,2.26
0.5,1.92
0.44,2.0
0.545,1.76
0.45,2.18
0.495,1.8
0.48,1.98
0.445,1.92
0.465,1.78
0.48,1.86
0.49,1.92
0.46,1.96
0.555,1.84
0.475,2.22
0.475,1.9
0.475,1.9
0.51,1.9
0.52,2.04
0.52,2.08
0.485,2.08
0.48,1.94
0.525,1.92
0.53,2.1
0.445,2.12
0.505,1.78
0.51,2.02
0.5,2.04
0.48,2.0
0.55,1.92
0.56,2.2
0.55,2.24
0.515,2.2
0.525,2.06
0.48,2.1
0.495,1.92
0.475,1.98
0.54,1.9
0.515,2.16
0.45,2.06
0.515,1.8
0.515,2.06
0.545,2.06
0.54,2.18
0.515,2.16
0.51,2.06
0.5,2.04
0.515,2.0
0.585,2.06
